ASIN,ISBN,Title,AMS Spend,AMS Sales,AMS Units,Period
178713928X,9781787139282,Giuseppe's Italian Bakes,92.27,112.14,6,202403
179722221X,9781797222219,Just Between Us: Mother & Daughter revised edition,105.17,490.97,31,202403
B00T3CV2VW,9791027600793,Ultimate Book of Cities,94.6,1087.91,65,202403
B01AGIOSQ2,9791027601974,Ultimate Book of Space,359.98,3058.47,153,202403
B01N1YE568,9791027603039,Ultimate Bk of Airplanes & Airports,304.49,3588.88,185,202403
B077Z81R1P,9791027604272,Ultimate Spotlight: Firefighters,125.68,1294.92,108,202403
B078X9MFG5,9791027605620,Ultimate Book of Planet Earth,231.1066667,2557.02,167,202403
B07DKLWX4X,736313544015,Treehouse Party Magnetic Play Scene,165.15,1723.47,98,202403
B07DKSBLLG,736313543698,Doodle + Draw Elephant Wooden Magic Drawing Board,61.99,273.04,10,202403
B07F38HSF1,736313544077,Carnival Play Set Wooden Ferris Wheel,75.5,376.6,16,202403
B07FGPB61X,5055923751886,Avocado Smash,100.21,776.6,71,202403
B07M6Z9DFX,5055923757871,Nope! The Knockout Card Game,349.64,832.56,76,202403
B07MHXJZ38,5055923757888,Peach Snaps,104.9,614.42,53,202403
B07TJ9T7ZL,5055923765746,Think Fast,74.69,379.4,19,202403
B07YXXPWDP,5055923767108,Selfish: Space Edition,84.06,56.58,3,202403
B08CG7LM5B,9791036325199,The Pop-Up Guide: Space,45.12666667,354.0966667,26.33333333,202403
B08RC8VVDF,9791027610006,The Ultimate Book of Animals,165.3566667,1603.87,92,202403
B08SKYZD2S,5055923790083,Busy Ideas For Bored Kids: Outdoor Edition,46.87,384.53,28,202403
B09C5XY3FJ,9791036338793,The Ultimate Book of Water,35.12,459.75,25,202403
B09FQCM2XK,810073341326,Ridley's Funky Fungi,40,195,18,202403
B0BSJY1RQT,810073343085,Roarsome!,20.08,87.29,8,202403
1452145768,9781452145761,Floret Farm's Cut Flower Garden* hc,3384.33,16346.66,843,202404
1743793456,9781743793459,This is Home,2415.96,11520,512,202404
1784883506,9781784883508,Resident Dog (Volume Two),1874.79,13382.12,391,202404
811870413,9780811870412,Tartine Bread,1644.07,13747.5,629,202404
1797221922,9781797221922,Construction Site: Taking Flight!,1521.11,7891,651,202404
811877825,9780811877824,"Goodnight, Goodnight, Construct hc",1320.74,9951.36,877,202404
179722221X,9781797222219,Just Between Us: Mother & Daughter revised edition,1311.03,1850.89,126,202404
1616898062,9781616898069,Architecture of Trees,1129.79,5973.76,65,202404
1452180733,9781452180731,100 Cookies,1124.18,7800.04,438,202404
1452159254,9781452159256,Star Wars: Secrets of the Galaxy Deluxe Box Set,1106.09,8200,206,202404
1797213717,9781797213712,Snoop Dogg Presents Goon with the Spoon,956.37,3650.12,274,202404
1958417009,9781958417003,Rintaro,905.91,4887.71,158,202404
174379570X,9781743795705,Still: The Slow Home,850.72,5079.63,151,202404
1452174792,9781452174792,Canvas One Line A Day,754.42,6649.49,459,202404
811843513,9780811843515,Ultimate Bar Book hc,653.66,3837.06,262,202404
1797226487,9781797226484,Stay Curious and Keep Exploring: Next Level,638.71,3672.14,178,202404
811864952,9780811864954,Ivy & Bean Treasure Box (Bk 1-3),613.23,5004,360,202404
1452179611,9781452179612,From Crook to Cook hc,576.98,2674.81,547.52,202404
1452111731,9781452111735,"Goodnight, Goodnight, Construction Site bb",565.45,3902.56,879,202404
1797214381,9781797214382,LEGO Minifigure Rainbow 1000-Piece Puzzle,529.06,4991.76,332,202404
B07TNLVXWZ,5055923765883,Kazoo That Tune,507,617.72,43,202404
1452172897,9781452172897,Floret Farm?s A Year in Flowers,489.65,4510.2,201,202404
1452178593,9781452178592,Press Here bb,473.4,2466.2,381,202404
1452174032,9781452174037,Field Guide to Dumb Birds of North America pb,465.43,3539.74,317,202404
1797215760,9781797215761,Nap Ministry's Rest Deck,452.49,3823.35,214,202404
1452182272,9781452182278,LEGO Minifigure Puzzle,437.91,2799.25,271,202404
1452150133,9781452150130,They All Saw a Cat* hc,429.55,3661.46,374,202404
1452126992,9781452126999,I Wish You More,389.94,7523.73,941,202404
1797206125,9781797206127,The Live Your Values Deck,385.6,5777.55,337,202404
B01AGIOSQ2,9791027601974,Ultimate Book of Space,374.72,3984.55,205,202404
1797220071,9781797220079,Disney Animation Postcard Box,355.81,2000.8,99,202404
1452172188,9781452172187,The Worst-Case Scenario Survival Handbook,349.05,1923.46,154,202404
1784882887,9781784882884,Pasta Grannies: The Official Cookbook,324.54,2942.76,127,202404
2848019425,9782848019420,The Ultimate Book of Vehicles,320.8733333,3353.26,190.6666667,202404
1784883468,9781784883461,British Designers At Home,313.04,725,29,202404
1797219766,9781797219769,Chili Crisp,295.3,2507.14,134,202404
1797226665,9781797226668,Disappointing Affirmations,293.51,2759.35,205,202404
B01N1YE568,9791027603039,Ultimate Bk of Airplanes & Airports,287.24,2994.12,146,202404
1797226827,9781797226828,Thinking With Type 3rd ed,286.98,2372.17,94,202404
2848019840,9782848019840,Ultimate Construction Site Bk,286.24,2681.35,160,202404
1787136612,9781787136618,How to Make Anything Gluten-Free,255.58,1645.56,84,202404
1797215515,9781797215518,Tin to Table,254.74,1425.31,70,202404
B078X9MFG5,9791027605620,Ultimate Book of Planet Earth,254.5533333,3011.733333,201.3333333,202404
1797221302,9781797221304,Manifest,249.78,1836.45,105,202404
1743799195,9781743799192,Fish Butchery,246.2,1978.3,73,202404
1797222465,9781797222462,Capturing Nature,238.19,1567.72,28,202404
174379553X,9781743795538,Whole Fish Cookbook,212.54,1588.94,53,202404
811826023,9780811826020,Peek-A Who? bb,205.8,2309.09,347,202404
1784882771,9781784882778,Bitter Honey,203.36,998.72,32,202404
1797215205,9781797215204,Invisible Things,196.26,1439.67,111,202404
1452170339,9781452170336,Tiny T. Rex and the Impossible Hug* hc,180.77,1277.88,138,202404
1452101248,9781452101248,Plenty,170.74,1369.59,71,202404
811870197,9780811870191,One Line a Day,162.9,1216.16,81,202404
178713928X,9781787139282,Giuseppe's Italian Bakes,151.19,551.34,30,202404
B07DKLWX4X,736313544015,Treehouse Party Magnetic Play Scene,150.26,1221.24,68,202404
1797228919,9781797228914,Addie Ant Goes on an Adventure,144.85,1110.85,65,202404
1784885711,9781784885717,15-minute Art Drawing,133.5,80.72,4,202404
811879542,9780811879545,Press Here hc,125.12,1133.16,134,202404
B08RC8VVDF,9791027610006,The Ultimate Book of Animals,108.3133333,1382.443333,83.33333333,202404
1787131718,9781787131712,Little Book of House Plants and Other Greenery,106.32,499.35,34,202404
1452164150,9781452164151,Platters and Boards* hc,105.35,923.34,66,202404
B077Z81R1P,9791027604272,Ultimate Spotlight: Firefighters,104.65,1234.97,103,202404
1787132110,9781787132115,What a Time to Be Alone,102.07,152.34,11,202404
1616893990,9781616893996,Kaufmann Mercantile Gde,100.9,792.1,38,202404
1797216163,9781797216164,100 Morning Treats,92.39,1031.52,48,202404
1452145032,9781452145037,TouchThinkLearn: ABC* bb,90,1133.4,61,202404
2408033586,9782408033583,Crack-Crack! Who Is That?,84.57,699.3,70,202404
1797209922,9781797209920,Masa,79.98,412.35,15,202404
B08CG7LM5B,9791036325199,The Pop-Up Guide: Space,72.27,449.5366667,33.33333333,202404
B00T3CV2VW,9791027600793,Ultimate Book of Cities,69.74,1084.93,65,202404
B07MHXJZ38,5055923757888,Peach Snaps,67.00666667,296.0066667,41.66666667,202404
1784881112,9781784881115,365 Days of Art,66.65,341.53,20,202404
B07F38HSF1,736313544077,Carnival Play Set Wooden Ferris Wheel,65.95,477.5,12,202404
B07FGPB61X,5055923751886,Avocado Smash,65.05666667,324.4866667,44.66666667,202404
1797216260,9781797216263,How We Heal,50.42,400.77,25,202404
1797208012,9781797208015,Men in Blazers Present Gods of Soccer,48.28,247.39,11,202404
1452171602,9781452171609,Murder Most Puzzling,46.96,264.39,22,202404
1797221426,9781797221427,Wear It Well,46.35,369.36,24,202404
B07M6Z9DFX,5055923757871,Nope! The Knockout Card Game,44.83,309.86,27,202404
2408012856,9782408012854,My Big Book of Sounds,41.79,424.4066667,31.33333333,202404
B09FQCM2XK,810073341326,Ridley's Funky Fungi,40.12666667,13.66666667,17.66666667,202404
B07YXXPWDP,5055923767108,Selfish: Space Edition,38.83,154.55,8,202404
1797203983,9781797203980,Intuitive Eating for Every Day pb,37.92,264.75,26,202404
1568989695,9781568989693,"Thinking with Type, 2nd revised ed.",37.46,517.9,28,202404
B07DKSBLLG,736313543698,Doodle + Draw Elephant Wooden Magic Drawing Board,33.97,215.35,8,202404
1797227335,9781797227337,Mini ADHD Coach,29.86,128.52,7,202404
B07TJ9T7ZL,5055923765746,Think Fast,28.58,200,10,202404
B08SKYZD2S,5055923790083,Busy Ideas For Bored Kids: Outdoor Edition,24.88,325.7,27,202404
811868656,9780811868655,Duck! Rabbit!,24.64,43.08,4,202404
1797211676,9781797211671,Becoming the One,20.88,113.94,6,202404
B09C5XY3FJ,9791036338793,The Ultimate Book of Water,18.5,496.53,27,202404
1784881953,9781784881955,365 Days of Drawing,16.83,188,10,202404
1787134199,9781787134195,Chinese Takeout Cookbook,11.73,104.34,6,202404
1797204319,9781797204314,Construction Site: Spring Delight,11.27,80.32,9,202404
1452174571,9781452174570,Eggs Are Everywhere,9.71,18.18,2,202404
081182778X,9780811827782,Enemy Pie hc,9.07,65.94,6,202404
B0BSJY1RQT,810073343085,Roarsome!,8.84,10.43,1,202404
1568463200,9781568463209,What to Do with a Box BB,1.68,17.98,2,202404
1568462891,9781568462899,What To Do With a Box,1.02,0,0,202404
1681527065,9781681527062,Wildflowers Grow,1,0,0,202404
1681527057,9781681527055,Butterflies Soar,0.88,0,0,202404
1681527413,9781681527413,Little Penguin,0.74,0,0,202404
1681524147,9781681524146,Little Panda,0.48,29.97,3,202404
1681528711,9781681528717,Little Animal Friends: Little Walrus,0.42,0,0,202404
1681528703,9781681528700,Little Animal Friends: Little Otter,0.28,0,0,202404
1628327715,9781628327717,Sharks,0.2,0,0,202404
1681525658,9781681525655,Little Monkey,0.18,18.88,2,202404
1681524139,9781681524139,Little Tiger,0.15,0,0,202404
1568463650,9781568463650,What to Do with a Stick,0,0,0,202404
1681525631,9781681525631,Little Hippo,0,0,0,202404
1681526611,9781681526614,Forest Friends Sleep,0,0,0,202404
1681527421,9781681527420,Little Zebra,0,0,0,202404
1681528908,9781681528908,Baby T. Rex,0,0,0,202404
1681528924,9781681528922,Baby Stegosaurus,0,0,0,202404
1681529262,9781681529264,Nature's Architects,0,0,0,202404
1682772950,9781682772959,What to Do with a Box pb,0,0,0,202404
1784886041,9781784886042,Van Conversion Bible,0,0,0,202404
168152659X,9781681526591,Autumn Leaves Fall,0,0,0,202404
811826023,9780811826020,Peek-A Who? bb,229.06,2043.75,327,202405
811843513,9780811843515,Ultimate Bar Book hc,907.11,4814.64,326,202405
811864952,9780811864954,Ivy & Bean Treasure Box (Bk 1-3),630.51,5560,438,202405
811868958,9780811868952,Just Between Us: Mother & Daughter,167.78,577.73,40,202405
811870197,9780811870191,One Line a Day,338.16,2928.38,229,202405
811870413,9780811870412,Tartine Bread,1760.81,14218.11,663,202405
811877825,9780811877824,"Goodnight, Goodnight, Construct hc",1196.49,8742.4,895,202405
811879542,9780811879545,Press Here hc,101.88,1013.88,120,202405
1452101248,9781452101248,Plenty,153.16,1913.26,102,202405
1452102511,9781452102511,Dad's Playbook,28.91,122.07,13,202405
1452111731,9781452111735,"Goodnight, Goodnight, Construction Site bb",678.56,4105.82,933,202405
1452126992,9781452126999,I Wish You More,1352.86,22981.05,2943,202405
1452145032,9781452145037,TouchThinkLearn: ABC* bb,78.65,1378.97,75,202405
1452145768,9781452145761,Floret Farm's Cut Flower Garden* hc,2790.38,19932.92,1032,202405
1452150133,9781452150130,They All Saw a Cat* hc,423.48,3857.26,397,202405
1452152160,9781452152165,"Mighty, Mighty Construction Site",429.81,3413.31,308,202405
1452159254,9781452159256,Star Wars: Secrets of the Galaxy Deluxe Box Set,1753.61,11080,278,202405
1452164150,9781452164151,Platters and Boards* hc,119.73,895.36,64,202405
1452170339,9781452170336,Tiny T. Rex and the Impossible Hug* hc,212.55,944.52,103,202405
1452171602,9781452171609,Murder Most Puzzling,54.87,402.88,32,202405
1452172188,9781452172187,The Worst-Case Scenario Survival Handbook,438.7,2477.41,196,202405
1452172897,9781452172897,Floret Farm?s A Year in Flowers,571.86,5039.4,227,202405
1452174032,9781452174037,Field Guide to Dumb Birds of North America pb,829.65,6681.16,596,202405
1452174792,9781452174792,Canvas One Line A Day,1027.07,9128.82,616,202405
1452178593,9781452178592,Press Here bb,516.77,2667.39,412,202405
1452179611,9781452179612,From Crook to Cook hc,1091.6,5291.45,543.04,202405
1452180733,9781452180731,100 Cookies,1296.45,8980.78,502,202405
1452182272,9781452182278,LEGO Minifigure Puzzle,469.81,2712.93,268,202405
1568989695,9781568989693,"Thinking with Type, 2nd revised ed.",0,0,0,202405
1616893990,9781616893996,Kaufmann Mercantile Gde,112.52,644.96,32,202405
1616898062,9781616898069,Architecture of Trees,821.12,8960.18,97,202405
1743793456,9781743793459,This is Home,954.03,6727.5,301,202405
1743797567,9781743797563,52 Weeks of Socks,49.35,189.63,13,202405
1743798415,9781743798416,Grace Kelly,60.56,89.3,5,202405
1743799195,9781743799192,Fish Butchery,439.5,2249.3,83,202405
1784881112,9781784881115,365 Days of Art,375.36,1361.93,99,202405
1784881953,9781784881955,365 Days of Drawing,282.87,977.6,52,202405
1784882771,9781784882778,Bitter Honey,288.25,1582.35,51,202405
1784882887,9781784882884,Pasta Grannies: The Official Cookbook,621.54,4533.22,199,202405
1784883468,9781784883461,British Designers At Home,516.88,2225,89,202405
1784883506,9781784883508,Resident Dog (Volume Two),1339.67,10575.41,308,202405
1784885711,9781784885717,15-minute Art Drawing,77.21,201.8,10,202405
1787131718,9781787131712,Little Book of House Plants and Other Greenery,142.76,719.8,50,202405
1787132110,9781787132115,What a Time to Be Alone,276.41,493.62,38,202405
1787134199,9781787134195,Chinese Takeout Cookbook,0,0,0,202405
1787136612,9781787136618,How to Make Anything Gluten-Free,288.39,2111.24,111,202405
1797202642,9781797202648,Everyone Poops,924.91,3229.47,243,202405
1797203983,9781797203980,Intuitive Eating for Every Day pb,55.68,275.34,26,202405
1797206125,9781797206127,The Live Your Values Deck,361.32,4372.2,254,202405
1797208012,9781797208015,Men in Blazers Present Gods of Soccer,61.88,607.23,28,202405
1797209922,9781797209920,Masa,37.43,372.6,14,202405
1797211676,9781797211671,Becoming the One,10.88,56.97,3,202405
1797213717,9781797213712,Snoop Dogg Presents Goon with the Spoon,2047.38,7774.3,622.07,202405
1797214381,9781797214382,LEGO Minifigure Rainbow 1000-Piece Puzzle,565.57,5061.23,347,202405
1797215205,9781797215204,Invisible Things,179.77,1582.34,122,202405
1797215515,9781797215518,Tin to Table,243.94,1525.17,75,202405
1797215760,9781797215761,Nap Ministry's Rest Deck,268.28,3284.85,183,202405
1797216163,9781797216164,100 Morning Treats,75.17,616.35,29,202405
1797216260,9781797216263,How We Heal,74.64,769.59,51,202405
1797219766,9781797219769,Chili Crisp,172.87,1085.18,58,202405
1797220071,9781797220079,Disney Animation Postcard Box,323.8,1754.86,86,202405
1797221302,9781797221304,Manifest,263.62,2011.35,115,202405
1797221426,9781797221427,Wear It Well,106.95,369.36,24,202405
1797221922,9781797221922,Construction Site: Taking Flight!,1072.16,5754.36,474,202405
1797222465,9781797222462,Capturing Nature,195.26,1863.06,34,202405
1797226487,9781797226484,Stay Curious and Keep Exploring: Next Level,351.83,2530.55,130,202405
1797226665,9781797226668,Disappointing Affirmations,1348.9,13749.99,1024,202405
1797226827,9781797226828,Thinking With Type 3rd ed,311.51,1991.97,76,202405
1797227335,9781797227337,Mini ADHD Coach,12.17,55.08,3,202405
1797228919,9781797228914,Addie Ant Goes on an Adventure,483.41,820.32,48,202405
1958417009,9781958417003,Rintaro,247.96,1260.38,45,202405
2408012856,9782408012854,My Big Book of Sounds,28.27,297.9833333,21.33333333,202405
2408033586,9782408033583,Crack-Crack! Who Is That?,26.32,379.62,38,202405
2848019425,9782848019420,The Ultimate Book of Vehicles,270.76,3089.61,179,202405
2848019840,9782848019840,Ultimate Construction Site Bk,327.97,3051.7,162,202405
081182778X,9780811827782,Enemy Pie hc,16.1,219.8,20,202405
174379553X,9781743795538,Whole Fish Cookbook,254.93,1295.55,43,202405
174379570X,9781743795705,Still: The Slow Home,69.83,370.83,12,202405
178713928X,9781787139282,Giuseppe's Italian Bakes,432.4,1504.44,84,202405
179722221X,9781797222219,Just Between Us: Mother & Daughter revised edition,851.59,3022.29,208,202405
B00T3CV2VW,9791027600793,Ultimate Book of Cities,36.34,517.08,31,202405
B01AGIOSQ2,9791027601974,Ultimate Book of Space,176.24,1458.38,77,202405
B01N1YE568,9791027603039,Ultimate Bk of Airplanes & Airports,248.91,2739.33,157,202405
B077Z81R1P,9791027604272,Ultimate Spotlight: Firefighters,100.61,959.2,81,202405
B078X9MFG5,9791027605620,Ultimate Book of Planet Earth,225.93,2396.116667,158.6666667,202405
B07DKSBLLG,736313543698,Doodle + Draw Elephant Wooden Magic Drawing Board,115.89,382.28,15,202405
B07F38HSF1,736313544077,Carnival Play Set Wooden Ferris Wheel,86.65666667,282.37,10,202405
B07FGPB61X,5055923751886,Avocado Smash,309.64,709.7,48.33333333,202405
B07M6Z9DFX,5055923757871,Nope! The Knockout Card Game,98.85,333.3,30,202405
B07MHXJZ38,5055923757888,Peach Snaps,141.1,373.92,29.33333333,202405
B07SVKRG3R,9791036313585,Ultimate Spotlight: Trains,20.52,108.12,6,202405
B07TJ9T7ZL,5055923765746,Think Fast,127.55,257.56,13,202405
B07TNLVXWZ,5055923765883,Kazoo That Tune,352.03,625.43,49,202405
B07YXXPWDP,5055923767108,Selfish: Space Edition,6.16,0,0,202405
B08CG7LM5B,9791036325199,The Pop-Up Guide: Space,24.3,214.9433333,15.33333333,202405
B08RC8VVDF,9791027610006,The Ultimate Book of Animals,65.9,849.4666667,51.66666667,202405
B09C5XY3FJ,9791036338793,The Ultimate Book of Water,20.28,331.02,18,202405
B09FQCM2XK,810073341326,Ridley's Funky Fungi,22,73,5.333333333,202405
B0B7SHNBB6,810073342552,Multi-Language + Counting + Colors Wooden Learning Clock,8.856666667,0,0,202405
B0BSHKDJN1,810073342996,Wooden 5-in-1 Elephant Music Toy,8.856666667,0,0,202405
B0BSJY1RQT,810073343085,Roarsome!,13.07,31.62,3,202405
811826023,9780811826020,Peek-A Who? bb,469.81,3361.47,538,202406
811843513,9780811843515,Ultimate Bar Book hc,674.95,5349.6,365,202406
811864952,9780811864954,Ivy & Bean Treasure Box (Bk 1-3),1153.14,6592.77,528,202406
811868958,9780811868952,Just Between Us: Mother & Daughter,143.43,691.24,48,202406
811870197,9780811870191,One Line a Day,403.49,2757.32,237,202406
811870413,9780811870412,Tartine Bread,1066.44,10334.15,480,202406
811877825,9780811877824,"Goodnight, Goodnight, Construct hc",610.1,6376.29,667,202406
811879542,9780811879545,Press Here hc,86.68,783.78,92,202406
1452101248,9781452101248,Plenty,257.51,1923.6,105,202406
1452102511,9781452102511,Dad's Playbook,104.7,873.27,93,202406
1452111731,9781452111735,"Goodnight, Goodnight, Construction Site bb",617.71,4488.4,982,202406
1452126992,9781452126999,I Wish You More,1374.27,9628.14,1163,202406
1452145032,9781452145037,TouchThinkLearn: ABC* bb,284.54,2059.01,110,202406
1452145768,9781452145761,Floret Farm's Cut Flower Garden* hc,931.26,9300.9,488,202406
1452150133,9781452150130,They All Saw a Cat* hc,505.6,3974.74,406,202406
1452152160,9781452152165,"Mighty, Mighty Construction Site",442.46,3854.9,361,202406
1452159254,9781452159256,Star Wars: Secrets of the Galaxy Deluxe Box Set,747.81,6680,167,202406
1452164150,9781452164151,Platters and Boards* hc,244.27,1412.99,101,202406
1452170339,9781452170336,Tiny T. Rex and the Impossible Hug* hc,354.64,1963.12,212,202406
1452171602,9781452171609,Murder Most Puzzling,93.71,528.78,42,202406
1452172188,9781452172187,The Worst-Case Scenario Survival Handbook,378.41,2582.9,166,202406
1452172897,9781452172897,Floret Farm?s A Year in Flowers,598.35,4595.4,209,202406
1452174032,9781452174037,Field Guide to Dumb Birds of North America pb,654.48,5560.16,498,202406
1452174792,9781452174792,Canvas One Line A Day,791.21,6862.12,463,202406
1452178593,9781452178592,Press Here bb,566.74,2790.7,433,202406
1452179611,9781452179612,From Crook to Cook hc,890,5497.41,394,202406
1452180733,9781452180731,100 Cookies,471.24,4222.04,236,202406
1452182272,9781452182278,LEGO Minifigure Puzzle,1064.72,5481.68,556,202406
1616893990,1781616893996,Kaufmann Mercantile Gde,103.26,1074.41,59,202406
1616897163,1781616897161,Colorful World of Dinosaurs,274.74,970.27,83,202406
1616898062,9781616898069,Architecture of Trees,948.83,6813.82,76,202406
1616898097,1781616898090,Stamp Bugs,243.9,455.86,23,202406
1743793456,9781743793459,This is Home,1662.71,6705,299,202406
1743797567,9781743797563,52 Weeks of Socks,223.95,600.28,41,202406
1743798415,9781743798416,Grace Kelly,252.97,433.59,17,202406
1743799195,9781743799192,Fish Butchery,519.45,3430.01,126,202406
1784881112,9781784881115,365 Days of Art,685.64,2120.7,153,202406
1784881953,9781784881955,365 Days of Drawing,392.41,1032.26,55,202406
1784882771,9781784882778,Bitter Honey,237.35,1098.69,36,202406
1784882887,9781784882884,Pasta Grannies: The Official Cookbook,961.2,4907.56,217,202406
1784883468,9781784883461,British Designers At Home,486.13,1950,78,202406
1784883506,9781784883508,Resident Dog (Volume Two),888.85,7233.69,213,202406
1784885711,9781784885717,15-minute Art Drawing,260.72,654.44,32,202406
1787131718,9781787131712,Little Book of House Plants and Other Greenery,106.13,490.45,35,202406
1787136612,9781787136618,How to Make Anything Gluten-Free,242.12,1580.08,84,202406
1787136639,9781787136632,How to Bake Anything Gluten Free,219.34,406.34,19,202406
1797202642,9781797202648,Everyone Poops,1763.08,8114.58,613,202406
1797203983,9781797203980,Intuitive Eating for Every Day pb,71.5,309.56,29,202406
1797206125,9781797206127,The Live Your Values Deck,739.13,4684.5,271,202406
1797208012,9781797208015,Men in Blazers Present Gods of Soccer,182.62,1124.5,50,202406
1797213717,9781797213712,Snoop Dogg Presents Goon with the Spoon,1659.78,6033.52,457,202406
1797214381,9781797214382,LEGO Minifigure Rainbow 1000-Piece Puzzle,772.68,6250.1,442,202406
1797215205,9781797215204,Invisible Things,260.76,1517.49,117,202406
1797215515,9781797215518,Tin to Table,336.48,2750.54,142,202406
1797215760,9781797215761,Nap Ministry's Rest Deck,300.58,2423.25,135,202406
1797216163,9781797216164,100 Morning Treats,340.09,2220.75,105,202406
1797216260,9781797216263,How We Heal,84.63,301.8,20,202406
1797219766,9781797219769,Chili Crisp,114.06,654.85,35,202406
1797220071,9781797220079,Disney Animation Postcard Box,319.45,1712.76,84,202406
1797221302,9781797221304,Manifest,51.44,492.66,35,202406
1797221426,9781797221427,Wear It Well,90.33,338.58,22,202406
1797221922,9781797221922,Construction Site: Taking Flight!,883.56,5830.36,492,202406
1797222465,9781797222462,Capturing Nature,125.53,319.14,6,202406
1797226487,9781797226484,Stay Curious and Keep Exploring: Next Level,151.71,1422.77,73,202406
1797226665,9781797226668,Disappointing Affirmations,1082.54,8547.42,659,202406
1797226827,9781797226828,Thinking With Type 3rd ed,133.93,921.72,36,202406
1797228919,9781797228914,Addie Ant Goes on an Adventure,747.27,666.51,39,202406
1958417009,9781958417003,Rintaro,776.82,3578.46,129,202406
2408012856,9782408012854,My Big Book of Sounds,44.70666667,269.06,18,202406
2408033586,9782408033583,Crack-Crack! Who Is That?,180.14,889.11,90,202406
2848019425,9782848019420,The Ultimate Book of Vehicles,754.9033333,4174.676667,248.3333333,202406
2848019840,9782848019840,Ultimate Construction Site Bk,682.95,3073.32,186,202406
161689332X,9781616893323,Graphic Design,73.93,213.29,11,202406
174379553X,9781743795538,Whole Fish Cookbook,261.42,2003.88,72,202406
174379570X,9781743795705,Still: The Slow Home,898.82,4200.39,145,202406
178713928X,9781787139282,Giuseppe's Italian Bakes,172.59,478.35,27,202406
179722221X,9781797222219,Just Between Us: Mother & Daughter revised edition,211.2,838.76,57,202406
B00T3CV2VW,9791027600793,Ultimate Book of Cities,137.32,684.96,40,202406
B01AGIOSQ2,9791027601974,Ultimate Book of Space,170.56,197.67,11,202406
B01N1YE568,9791027603039,Ultimate Bk of Airplanes & Airports,622.37,3347.03,197,202406
B077Z81R1P,9791027604272,Ultimate Spotlight: Firefighters,209.71,1139.05,95,202406
B078X9MFG5,9791027605620,Ultimate Book of Planet Earth,493.0066667,2745.456667,183.3333333,202406
B07DKSBLLG,736313543698,Doodle + Draw Elephant Wooden Magic Drawing Board,136.75,538.19,20,202406
B07F38HSF1,736313544077,Carnival Play Set Wooden Ferris Wheel,232.4133333,556.76,19,202406
B07FGPB61X,5055923751886,Avocado Smash,664.18,2125.893333,156.6666667,202406
B07M6Z9DFX,5055923757871,Nope! The Knockout Card Game,337.4,1055.95,94,202406
B07MHXJZ38,5055923757888,Peach Snaps,97.15,418.4033333,32.66666667,202406
B07SVKRG3R,9791036313585,Ultimate Spotlight: Trains,160.61,874.11,54,202406
B07TJ9T7ZL,5055923765746,Think Fast,152.06,319.89,16,202406
B07TNLVXWZ,5055923765883,Kazoo That Tune,137.84,339.47,24,202406
B08CG7LM5B,9791036325199,The Pop-Up Guide: Space,15.67666667,120.12,9,202406
B08RC8VVDF,9791027610006,The Ultimate Book of Animals,108.8166667,653.7966667,39.33333333,202406
B09C5XY3FJ,9791036338793,The Ultimate Book of Water,55.45,275.85,15,202406
B09FQCM2XK,810073341326,Ridley's Funky Fungi,22,78.11333333,5.666666667,202406
B0B7SHNBB6,810073342552,Multi-Language + Counting + Colors Wooden Learning Clock,8.523333333,0,0,202406
B0BSHKDJN1,810073342996,Wooden 5-in-1 Elephant Music Toy,8.523333333,0,0,202406
B0BSJY1RQT,810073343085,Roarsome!,8.76,0,0,202406
811826023,9780811826020,Peek-A Who? bb,775.69,5008,801,202407
811843513,9780811843515,Ultimate Bar Book hc,528.56,3224.62,217,202407
811864952,9780811864954,Ivy & Bean Treasure Box (Bk 1-3),1451.72,7393.41,591,202407
811868958,9780811868952,Just Between Us: Mother & Daughter,677.11,4215.51,283,202407
811870197,9780811870191,One Line a Day,372.48,1947.75,176,202407
811870413,9780811870412,Tartine Bread,801.91,5524.73,259,202407
811877825,9780811877824,"Goodnight, Goodnight, Construct hc",550.43,4723.82,502,202407
811879542,9780811879545,Press Here hc,19.76,164.6,16,202407
1452101248,9781452101248,Plenty,341.95,1941.92,106,202407
1452111731,9781452111735,"Goodnight, Goodnight, Construction Site bb",658.65,4259.4,932,202407
1452119368,9781452119366,Up in the Garden and Down in the Dirt hc,76.35,43.14,6,202407
1452126992,9781452126999,I Wish You More,488.25,3352.68,402,202407
1452145032,9781452145037,TouchThinkLearn: ABC* bb,362.21,2436.81,130,202407
1452145768,9781452145761,Floret Farm's Cut Flower Garden* hc,891.93,8100.19,430,202407
1452150133,9781452150130,They All Saw a Cat* hc,656.5,4097.72,419,202407
1452152160,9781452152165,"Mighty, Mighty Construction Site",635.26,4862.48,457,202407
1452159254,9781452159256,Star Wars: Secrets of the Galaxy Deluxe Box Set,804.34,8199.6,191,202407
1452161364,9781452161365,Up in the Garden and Down in the Dirt pb,2.25,0,0,202407
1452164150,9781452164151,Platters and Boards* hc,198.32,1047.85,75,202407
1452168660,9781452168661,Studio Ghibli: 100 Collectible Postcards,13,41.26,2,202407
1452170339,9781452170336,Tiny T. Rex and the Impossible Hug* hc,436.42,2277.96,246,202407
1452171602,9781452171609,Murder Most Puzzling,78.42,440.65,35,202407
1452172188,9781452172187,The Worst-Case Scenario Survival Handbook,485.45,2488.83,178,202407
